producer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Wholesale dairy,October,2019,2020,Lower bound of forecast range,2.0
Wholesale dairy,October,2019,2020,Upper bound of forecast range,3.0
Wholesale dairy,November,2019,2020,Lower bound of forecast range,1.0
Wholesale dairy,November,2019,2020,Upper bound of forecast range,4.0
Wholesale dairy,December,2019,2020,Lower bound of forecast range,1.0
Wholesale dairy,December,2019,2020,Upper bound of forecast range,4.0
Wholesale wheat flour,August,2019,2019,Lower bound of forecast range,-2.0
Wholesale wheat flour,June,2019,2019,Upper bound of forecast range,-3.0
Farm-level milk,May,2019,2019,Lower bound of forecast range,-1.0
Farm-level milk,May,2019,2019,Upper bound of forecast range,0.0
Farm-level milk,June,2019,2019,Lower bound of forecast range,-1.0
Farm-level milk,June,2019,2019,Upper bound of forecast range,0.0
Farm-level milk,July,2019,2019,Lower bound of forecast range,5.0
Farm-level milk,July,2019,2019,Upper bound of forecast range,6.0
Farm-level milk,August,2019,2019,Lower bound of forecast range,5.0
Farm-level milk,August,2019,2019,Upper bound of forecast range,6.0
Farm-level milk,September,2019,2019,Lower bound of forecast range,11.0
Wholesale pork,September,2019,2019,Lower bound of forecast range,1.0
Wholesale pork,September,2019,2019,Upper bound of forecast range,2.0
Wholesale pork,October,2019,2019,Lower bound of forecast range,2.0
Wholesale pork,October,2019,2019,Upper bound of forecast range,3.0
Wholesale wheat flour,June,2019,2019,Lower bound of forecast range,-4.0
Wholesale beef,July,2019,2019,Upper bound of forecast range,0.5
Wholesale beef,July,2019,2019,Lower bound of forecast range,-0.5
Wholesale beef,June,2019,2019,Upper bound of forecast range,1.5
Wholesale poultry,September,2019,2019,Lower bound of forecast range,-1.0
Wholesale poultry,August,2019,2019,Upper bound of forecast range,0.0
Wholesale poultry,August,2019,2019,Lower bound of forecast range,-1.0
Wholesale poultry,July,2019,2019,Upper bound of forecast range,0.0
Wholesale poultry,July,2019,2019,Lower bound of forecast range,-1.0
Farm-level cattle,January,2019,2019,Lower bound of forecast range,1.0
Farm-level cattle,January,2019,2019,Upper bound of forecast range,2.0
Farm-level cattle,February,2019,2019,Lower bound of forecast range,-5.0
Farm-level cattle,February,2019,2019,Upper bound of forecast range,-4.0
Farm-level cattle,March,2019,2019,Lower bound of forecast range,2.5
Farm-level cattle,March,2019,2019,Upper bound of forecast range,3.5
Farm-level cattle,April,2019,2019,Lower bound of forecast range,2.5
Farm-level cattle,April,2019,2019,Upper bound of forecast range,3.5
Farm-level cattle,May,2019,2019,Lower bound of forecast range,3.5
Farm-level cattle,May,2019,2019,Upper bound of forecast range,4.5
Wholesale beef,December,2019,2020,Upper bound of forecast range,1.5
Wholesale beef,December,2019,2020,Lower bound of forecast range,-1.5
Wholesale beef,November,2019,2020,Upper bound of forecast range,1.5
Wholesale beef,November,2019,2020,Lower bound of forecast range,-1.5
Wholesale beef,October,2019,2020,Upper bound of forecast range,0.5
Wholesale beef,October,2019,2020,Lower bound of forecast range,-0.5
Wholesale poultry,July,2019,2020,Lower bound of forecast range,-1.0
Wholesale poultry,July,2019,2020,Upper bound of forecast range,0.0
Wholesale poultry,August,2019,2020,Lower bound of forecast range,5.0
Wholesale poultry,August,2019,2020,Upper bound of forecast range,6.0
Wholesale poultry,September,2019,2020,Lower bound of forecast range,5.0
Wholesale poultry,September,2019,2020,Upper bound of forecast range,6.0
Wholesale poultry,September,2019,2019,Upper bound of forecast range,0.0
Wholesale poultry,October,2019,2019,Lower bound of forecast range,1.0
Wholesale poultry,October,2019,2019,Upper bound of forecast range,2.0
Farm-level eggs,July,2019,2019,Upper bound of forecast range,-36.0
Wholesale poultry,November,2019,2019,Upper bound of forecast range,3.0
Wholesale poultry,December,2019,2019,Lower bound of forecast range,0.0
Wholesale poultry,December,2019,2019,Upper bound of forecast range,3.0
Farm-level eggs,January,2019,2019,Lower bound of forecast range,-5.0
Farm-level eggs,January,2019,2019,Upper bound of forecast range,-4.0
Farm-level eggs,February,2019,2019,Lower bound of forecast range,-30.0
Farm-level eggs,February,2019,2019,Upper bound of forecast range,-29.0
Farm-level eggs,March,2019,2019,Lower bound of forecast range,-30.0
Farm-level eggs,March,2019,2019,Upper bound of forecast range,-29.0
Wholesale pork,July,2019,2020,Lower bound of forecast range,0.0
Wholesale pork,July,2019,2020,Upper bound of forecast range,1.0
Wholesale pork,August,2019,2020,Lower bound of forecast range,12.0
Wholesale pork,August,2019,2020,Upper bound of forecast range,13.0
Wholesale poultry,October,2019,2020,Lower bound of forecast range,4.0
Wholesale pork,September,2019,2020,Lower bound of forecast range,12.0
Wholesale pork,October,2019,2020,Lower bound of forecast range,12.0
Wholesale pork,October,2019,2020,Upper bound of forecast range,13.0
Wholesale pork,November,2019,2020,Lower bound of forecast range,11.0
Wholesale pork,November,2019,2020,Upper bound of forecast range,14.0
Wholesale pork,December,2019,2020,Lower bound of forecast range,11.0
Wholesale pork,December,2019,2020,Upper bound of forecast range,14.0
Farm-level eggs,April,2019,2019,Lower bound of forecast range,-30.0
Farm-level eggs,April,2019,2019,Upper bound of forecast range,-29.0
Farm-level eggs,May,2019,2019,Lower bound of forecast range,-33.0
Farm-level eggs,May,2019,2019,Upper bound of forecast range,-32.0
Farm-level eggs,June,2019,2019,Lower bound of forecast range,-36.0
Farm-level eggs,June,2019,2019,Upper bound of forecast range,-35.0
Farm-level eggs,July,2019,2019,Lower bound of forecast range,-37.0
Wholesale pork,September,2019,2020,Upper bound of forecast range,13.0
Wholesale poultry,October,2019,2020,Upper bound of forecast range,5.0
Wholesale poultry,November,2019,2020,Lower bound of forecast range,3.0
Wholesale poultry,November,2019,2020,Upper bound of forecast range,6.0
Farm-level eggs,August,2019,2020,Lower bound of forecast range,0.0
Farm-level eggs,August,2019,2020,Upper bound of forecast range,1.0
Farm-level eggs,September,2019,2020,Lower bound of forecast range,0.0
Farm-level eggs,September,2019,2020,Upper bound of forecast range,1.0
Farm-level eggs,October,2019,2020,Lower bound of forecast range,0.0
Farm-level eggs,October,2019,2020,Upper bound of forecast range,1.0
Farm-level eggs,November,2019,2020,Lower bound of forecast range,-1.0
Farm-level eggs,November,2019,2020,Upper bound of forecast range,2.0
Farm-level eggs,December,2019,2020,Lower bound of forecast range,-1.0
Farm-level eggs,December,2019,2020,Upper bound of forecast range,2.0
Farm-level eggs,October,2019,2019,Lower bound of forecast range,-38.0
Farm-level eggs,October,2019,2019,Upper bound of forecast range,-37.0
Farm-level eggs,November,2019,2019,Lower bound of forecast range,-39.0
Farm-level eggs,July,2019,2020,Upper bound of forecast range,-36.0
Farm-level eggs,November,2019,2019,Upper bound of forecast range,-36.0
Farm-level eggs,December,2019,2019,Upper bound of forecast range,-36.0
Farm-level milk,January,2019,2019,Lower bound of forecast range,1.0
Farm-level milk,January,2019,2019,Upper bound of forecast range,2.0
Farm-level milk,February,2019,2019,Lower bound of forecast range,1.0
Farm-level milk,February,2019,2019,Upper bound of forecast range,2.0
Farm-level milk,March,2019,2019,Lower bound of forecast range,-2.0
Wholesale beef,March,2019,2019,Lower bound of forecast range,-2.5
Wholesale beef,March,2019,2019,Upper bound of forecast range,-1.5
Wholesale beef,April,2019,2019,Lower bound of forecast range,-0.5
Wholesale beef,April,2019,2019,Upper bound of forecast range,0.5
Wholesale beef,May,2019,2019,Lower bound of forecast range,0.5
Wholesale beef,May,2019,2019,Upper bound of forecast range,1.5
Wholesale beef,June,2019,2019,Lower bound of forecast range,0.5
Farm-level eggs,December,2019,2019,Lower bound of forecast range,-39.0
Farm-level soybeans,September,2019,2020,Lower bound of forecast range,-0.5
Farm-level eggs,July,2019,2020,Lower bound of forecast range,-37.0
Farm-level eggs,September,2019,2019,Lower bound of forecast range,-38.0
Wholesale poultry,December,2019,2020,Lower bound of forecast range,3.0
Wholesale poultry,December,2019,2020,Upper bound of forecast range,6.0
Wholesale beef,September,2019,2020,Upper bound of forecast range,0.5
Wholesale beef,September,2019,2020,Lower bound of forecast range,-0.5
Wholesale beef,August,2019,2020,Upper bound of forecast range,0.5
Wholesale beef,August,2019,2020,Lower bound of forecast range,-0.5
Wholesale beef,July,2019,2020,Upper bound of forecast range,0.5
Wholesale beef,July,2019,2020,Lower bound of forecast range,-0.5
Farm-level cattle,June,2019,2019,Lower bound of forecast range,2.5
Farm-level cattle,June,2019,2019,Upper bound of forecast range,3.5
Farm-level cattle,July,2019,2019,Lower bound of forecast range,-1.0
Farm-level cattle,July,2019,2019,Upper bound of forecast range,0.0
Farm-level cattle,August,2019,2019,Lower bound of forecast range,-1.0
Farm-level eggs,September,2019,2019,Upper bound of forecast range,-37.0
Farm-level cattle,August,2019,2019,Upper bound of forecast range,0.0
Farm-level cattle,September,2019,2019,Upper bound of forecast range,-1.0
Farm-level cattle,October,2019,2019,Lower bound of forecast range,-2.0
Farm-level cattle,October,2019,2019,Upper bound of forecast range,-1.0
Farm-level cattle,November,2019,2019,Lower bound of forecast range,-3.0
Farm-level cattle,November,2019,2019,Upper bound of forecast range,0.0
Farm-level cattle,December,2019,2019,Lower bound of forecast range,-2.0
Farm-level cattle,December,2019,2019,Upper bound of forecast range,1.0
Wholesale beef,January,2019,2019,Lower bound of forecast range,3.0
Wholesale beef,January,2019,2019,Upper bound of forecast range,4.0
Wholesale beef,February,2019,2019,Lower bound of forecast range,-4.0
Wholesale beef,February,2019,2019,Upper bound of forecast range,-3.0
Farm-level eggs,August,2019,2019,Lower bound of forecast range,-38.0
Farm-level eggs,August,2019,2019,Upper bound of forecast range,-37.0
Farm-level cattle,September,2019,2019,Lower bound of forecast range,-2.0
Farm-level soybeans,September,2019,2020,Upper bound of forecast range,0.5
Farm-level milk,October,2019,2019,Lower bound of forecast range,11.0
Farm-level soybeans,October,2019,2020,Upper bound of forecast range,0.5
Farm-level soybeans,March,2019,2019,Upper bound of forecast range,2.5
Farm-level wheat,July,2019,2020,Lower bound of forecast range,-5.0
Farm-level wheat,July,2019,2020,Upper bound of forecast range,-4.0
Farm-level wheat,August,2019,2020,Lower bound of forecast range,-0.5
Farm-level wheat,August,2019,2020,Upper bound of forecast range,0.5
Farm-level wheat,September,2019,2020,Lower bound of forecast range,-0.5
Farm-level wheat,September,2019,2020,Upper bound of forecast range,0.5
Farm-level wheat,October,2019,2020,Lower bound of forecast range,-0.5
Farm-level wheat,October,2019,2020,Upper bound of forecast range,0.5
Farm-level wheat,November,2019,2020,Lower bound of forecast range,-1.5
Farm-level soybeans,March,2019,2019,Lower bound of forecast range,1.5
Farm-level wheat,November,2019,2020,Upper bound of forecast range,1.5
Farm-level wheat,December,2019,2020,Upper bound of forecast range,1.5
Farm-level soybeans,April,2019,2019,Lower bound of forecast range,0.0
Farm-level soybeans,April,2019,2019,Upper bound of forecast range,1.0
Farm-level soybeans,May,2019,2019,Lower bound of forecast range,-5.0
Farm-level soybeans,May,2019,2019,Upper bound of forecast range,-4.0
Farm-level soybeans,June,2019,2019,Lower bound of forecast range,-5.0
Farm-level soybeans,June,2019,2019,Upper bound of forecast range,-4.0
Farm-level soybeans,July,2019,2019,Lower bound of forecast range,-5.0
Farm-level fruits,May,2019,2019,Lower bound of forecast range,-4.0
Farm-level fruits,April,2019,2019,Upper bound of forecast range,-1.0
Farm-level wheat,December,2019,2020,Lower bound of forecast range,-1.5
Farm-level soybeans,February,2019,2019,Upper bound of forecast range,2.5
Farm-level soybeans,February,2019,2019,Lower bound of forecast range,1.5
Farm-level soybeans,October,2019,2020,Lower bound of forecast range,-0.5
Farm-level vegetables,November,2019,2020,Lower bound of forecast range,-4.0
Farm-level vegetables,November,2019,2020,Upper bound of forecast range,-1.0
Farm-level vegetables,December,2019,2020,Lower bound of forecast range,-4.0
Farm-level vegetables,December,2019,2020,Upper bound of forecast range,-1.0
Farm-level fruits,December,2019,2019,Lower bound of forecast range,-8.0
Farm-level fruits,November,2019,2019,Upper bound of forecast range,-5.0
Farm-level fruits,November,2019,2019,Lower bound of forecast range,-8.0
Farm-level fruits,October,2019,2019,Upper bound of forecast range,-6.0
Farm-level fruits,October,2019,2019,Lower bound of forecast range,-7.0
Farm-level fruits,September,2019,2019,Upper bound of forecast range,-6.0
Farm-level fruits,September,2019,2019,Lower bound of forecast range,-7.0
Farm-level fruits,August,2019,2019,Upper bound of forecast range,-6.0
Farm-level fruits,August,2019,2019,Lower bound of forecast range,-7.0
Farm-level fruits,July,2019,2019,Upper bound of forecast range,-4.0
Farm-level fruits,July,2019,2019,Lower bound of forecast range,-5.0
Farm-level fruits,June,2019,2019,Upper bound of forecast range,-4.0
Farm-level fruits,June,2019,2019,Lower bound of forecast range,-5.0
Wholesale dairy,October,2019,2019,Upper bound of forecast range,5.0
Wholesale dairy,November,2019,2019,Lower bound of forecast range,3.0
Wholesale dairy,November,2019,2019,Upper bound of forecast range,6.0
Wholesale dairy,December,2019,2019,Lower bound of forecast range,3.0
Farm-level fruits,May,2019,2019,Upper bound of forecast range,-3.0
Farm-level soybeans,January,2019,2019,Lower bound of forecast range,1.5
Farm-level fruits,April,2019,2019,Lower bound of forecast range,-2.0
Farm-level fruits,March,2019,2019,Upper bound of forecast range,-1.0
Farm-level fruits,March,2019,2019,Lower bound of forecast range,-2.0
Farm-level fruits,February,2019,2019,Upper bound of forecast range,11.0
Wholesale fats and oils,February,2019,2019,Lower bound of forecast range,-3.0
Wholesale fats and oils,February,2019,2019,Upper bound of forecast range,-2.0
Wholesale fats and oils,March,2019,2019,Lower bound of forecast range,-5.5
Wholesale fats and oils,March,2019,2019,Upper bound of forecast range,-4.5
Wholesale fats and oils,April,2019,2019,Lower bound of forecast range,-4.5
Farm-level fruits,January,2019,2019,Lower bound of forecast range,10.0
Wholesale fats and oils,December,2019,2019,Upper bound of forecast range,-2.5
Wholesale fats and oils,December,2019,2019,Lower bound of forecast range,-5.5
Wholesale fats and oils,November,2019,2019,Upper bound of forecast range,-2.5
Wholesale fats and oils,November,2019,2019,Lower bound of forecast range,-5.5
Wholesale fats and oils,October,2019,2019,Upper bound of forecast range,-3.5
Wholesale fats and oils,October,2019,2019,Lower bound of forecast range,-4.5
Wholesale fats and oils,September,2019,2019,Upper bound of forecast range,-3.5
Wholesale fats and oils,September,2019,2019,Lower bound of forecast range,-4.5
Wholesale fats and oils,August,2019,2019,Upper bound of forecast range,-3.5
Wholesale fats and oils,August,2019,2019,Lower bound of forecast range,-4.5
Wholesale fats and oils,July,2019,2019,Upper bound of forecast range,-3.5
Wholesale fats and oils,July,2019,2019,Lower bound of forecast range,-4.5
Wholesale fats and oils,June,2019,2019,Upper bound of forecast range,-3.5
Wholesale fats and oils,June,2019,2019,Lower bound of forecast range,-4.5
Wholesale fats and oils,May,2019,2019,Upper bound of forecast range,-3.5
Wholesale fats and oils,May,2019,2019,Lower bound of forecast range,-4.5
Wholesale fats and oils,April,2019,2019,Upper bound of forecast range,-3.5
Wholesale fats and oils,January,2019,2019,Upper bound of forecast range,-2.0
Farm-level vegetables,October,2019,2020,Upper bound of forecast range,-2.0
Wholesale fats and oils,January,2019,2019,Lower bound of forecast range,-3.0
Farm-level soybeans,December,2019,2019,Lower bound of forecast range,-6.0
Farm-level fruits,February,2019,2019,Lower bound of forecast range,10.0
Farm-level fruits,January,2019,2019,Upper bound of forecast range,11.0
Wholesale wheat flour,July,2019,2020,Lower bound of forecast range,-2.0
Wholesale wheat flour,July,2019,2020,Upper bound of forecast range,-1.0
Wholesale wheat flour,August,2019,2020,Lower bound of forecast range,-0.5
Wholesale wheat flour,August,2019,2020,Upper bound of forecast range,0.5
Wholesale wheat flour,September,2019,2020,Lower bound of forecast range,-0.5
Wholesale wheat flour,September,2019,2020,Upper bound of forecast range,0.5
Wholesale wheat flour,October,2019,2020,Lower bound of forecast range,-0.5
Wholesale wheat flour,October,2019,2020,Upper bound of forecast range,0.5
Wholesale wheat flour,November,2019,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,November,2019,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,December,2019,2020,Lower bound of forecast range,-1.5
Wholesale wheat flour,December,2019,2020,Upper bound of forecast range,1.5
Farm-level soybeans,July,2019,2019,Upper bound of forecast range,-4.0
Farm-level soybeans,August,2019,2019,Lower bound of forecast range,-5.0
Farm-level soybeans,August,2019,2019,Upper bound of forecast range,-4.0
Farm-level soybeans,September,2019,2019,Lower bound of forecast range,-5.0
Farm-level soybeans,September,2019,2019,Upper bound of forecast range,-4.0
Farm-level soybeans,October,2019,2019,Lower bound of forecast range,-5.0
Farm-level soybeans,October,2019,2019,Upper bound of forecast range,-4.0
Farm-level soybeans,November,2019,2019,Lower bound of forecast range,-6.0
Farm-level soybeans,November,2019,2019,Upper bound of forecast range,-3.0
Farm-level soybeans,December,2019,2019,Upper bound of forecast range,-3.0
Farm-level vegetables,October,2019,2020,Lower bound of forecast range,-3.0
Farm-level soybeans,January,2019,2019,Upper bound of forecast range,2.5
Farm-level vegetables,September,2019,2020,Lower bound of forecast range,-3.0
Wholesale fats and oils,August,2019,2020,Lower bound of forecast range,-0.5
Wholesale fats and oils,August,2019,2020,Upper bound of forecast range,0.5
Wholesale fats and oils,September,2019,2020,Lower bound of forecast range,-0.5
Wholesale fats and oils,September,2019,2020,Upper bound of forecast range,0.5
Wholesale fats and oils,October,2019,2020,Lower bound of forecast range,-0.5
Wholesale fats and oils,October,2019,2020,Upper bound of forecast range,0.5
Wholesale fats and oils,November,2019,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,November,2019,2020,Upper bound of forecast range,1.5
Wholesale fats and oils,December,2019,2020,Lower bound of forecast range,-1.5
Wholesale fats and oils,December,2019,2020,Upper bound of forecast range,1.5
Farm-level wheat,March,2019,2019,Upper bound of forecast range,1.0
Farm-level wheat,March,2019,2019,Lower bound of forecast range,0.0
Farm-level wheat,February,2019,2019,Upper bound of forecast range,-2.0
Farm-level vegetables,September,2019,2020,Upper bound of forecast range,-2.0
Farm-level wheat,January,2019,2019,Upper bound of forecast range,5.0
Farm-level wheat,January,2019,2019,Lower bound of forecast range,4.0
Farm-level vegetables,December,2019,2019,Upper bound of forecast range,13.0
Farm-level vegetables,December,2019,2019,Lower bound of forecast range,10.0
Wholesale dairy,February,2019,2019,Lower bound of forecast range,-1.5
Wholesale dairy,February,2019,2019,Upper bound of forecast range,-0.5
Wholesale dairy,March,2019,2019,Lower bound of forecast range,-0.25
Wholesale dairy,March,2019,2019,Upper bound of forecast range,0.75
Wholesale dairy,April,2019,2019,Lower bound of forecast range,0.25
Wholesale dairy,April,2019,2019,Upper bound of forecast range,1.25
Wholesale dairy,May,2019,2019,Lower bound of forecast range,1.5
Wholesale fats and oils,July,2019,2020,Upper bound of forecast range,-3.5
Wholesale fats and oils,July,2019,2020,Lower bound of forecast range,-4.5
Farm-level wheat,April,2019,2019,Lower bound of forecast range,-1.0
Farm-level wheat,April,2019,2019,Upper bound of forecast range,0.0
Farm-level soybeans,November,2019,2020,Lower bound of forecast range,-1.5
Farm-level soybeans,November,2019,2020,Upper bound of forecast range,1.5
Farm-level soybeans,December,2019,2020,Lower bound of forecast range,-1.5
Farm-level soybeans,December,2019,2020,Upper bound of forecast range,1.5
Wholesale wheat flour,March,2019,2019,Upper bound of forecast range,-3.0
Wholesale wheat flour,March,2019,2019,Lower bound of forecast range,-4.0
Wholesale wheat flour,February,2019,2019,Upper bound of forecast range,-3.0
Wholesale wheat flour,February,2019,2019,Lower bound of forecast range,-4.0
Wholesale wheat flour,January,2019,2019,Upper bound of forecast range,-3.0
Wholesale wheat flour,January,2019,2019,Lower bound of forecast range,-4.0
Farm-level wheat,December,2019,2019,Upper bound of forecast range,-6.0
Farm-level wheat,December,2019,2019,Lower bound of forecast range,-9.0
Wholesale dairy,May,2019,2019,Upper bound of forecast range,2.5
Farm-level wheat,November,2019,2019,Upper bound of forecast range,-6.0
Farm-level wheat,October,2019,2019,Upper bound of forecast range,-7.0
Farm-level wheat,October,2019,2019,Lower bound of forecast range,-8.0
Farm-level wheat,September,2019,2019,Upper bound of forecast range,-7.0
Farm-level wheat,September,2019,2019,Lower bound of forecast range,-8.0
Farm-level wheat,August,2019,2019,Upper bound of forecast range,-4.0
Farm-level wheat,August,2019,2019,Lower bound of forecast range,-5.0
Farm-level wheat,July,2019,2019,Upper bound of forecast range,-4.0
Farm-level wheat,July,2019,2019,Lower bound of forecast range,-5.0
Farm-level wheat,June,2019,2019,Upper bound of forecast range,-4.0
Farm-level wheat,June,2019,2019,Lower bound of forecast range,-5.0
Farm-level wheat,May,2019,2019,Upper bound of forecast range,-4.0
Farm-level wheat,May,2019,2019,Lower bound of forecast range,-5.0
Farm-level wheat,November,2019,2019,Lower bound of forecast range,-9.0
Wholesale dairy,June,2019,2019,Lower bound of forecast range,1.5
Farm-level wheat,February,2019,2019,Lower bound of forecast range,-3.0
Wholesale dairy,July,2019,2019,Lower bound of forecast range,3.0
Farm-level vegetables,January,2019,2019,Upper bound of forecast range,9.0
Farm-level vegetables,February,2019,2019,Lower bound of forecast range,8.0
Farm-level vegetables,October,2019,2019,Upper bound of forecast range,12.0
Farm-level fruits,November,2019,2020,Lower bound of forecast range,-3.0
Farm-level fruits,November,2019,2020,Upper bound of forecast range,0.0
Farm-level fruits,December,2019,2020,Lower bound of forecast range,-3.0
Farm-level fruits,December,2019,2020,Upper bound of forecast range,0.0
Wholesale dairy,October,2019,2019,Lower bound of forecast range,4.0
Farm-level vegetables,November,2019,2019,Upper bound of forecast range,13.0
Farm-level vegetables,February,2019,2019,Upper bound of forecast range,9.0
Farm-level vegetables,March,2019,2019,Lower bound of forecast range,2.0
Farm-level vegetables,March,2019,2019,Upper bound of forecast range,3.0
Farm-level fruits,October,2019,2020,Upper bound of forecast range,-1.0
Farm-level vegetables,April,2019,2019,Lower bound of forecast range,5.0
Farm-level vegetables,May,2019,2019,Lower bound of forecast range,9.0
Farm-level vegetables,May,2019,2019,Upper bound of forecast range,10.0
Farm-level vegetables,June,2019,2019,Lower bound of forecast range,11.0
Wholesale dairy,June,2019,2019,Upper bound of forecast range,2.5
Farm-level vegetables,June,2019,2019,Upper bound of forecast range,12.0
Farm-level vegetables,July,2019,2019,Lower bound of forecast range,13.0
Farm-level vegetables,July,2019,2019,Upper bound of forecast range,14.0
Farm-level vegetables,August,2019,2019,Lower bound of forecast range,13.0
Farm-level vegetables,August,2019,2019,Upper bound of forecast range,14.0
Farm-level vegetables,September,2019,2019,Lower bound of forecast range,13.0
Farm-level vegetables,September,2019,2019,Upper bound of forecast range,14.0
Farm-level vegetables,October,2019,2019,Lower bound of forecast range,11.0
Farm-level vegetables,April,2019,2019,Upper bound of forecast range,6.0
Farm-level fruits,October,2019,2020,Lower bound of forecast range,-2.0
Farm-level vegetables,November,2019,2019,Lower bound of forecast range,10.0
Farm-level fruits,September,2019,2020,Lower bound of forecast range,-2.0
Farm-level fruits,July,2019,2020,Lower bound of forecast range,-5.0
Wholesale dairy,September,2019,2019,Upper bound of forecast range,5.0
Farm-level fruits,December,2019,2019,Upper bound of forecast range,-5.0
Farm-level vegetables,July,2019,2020,Lower bound of forecast range,13.0
Farm-level vegetables,July,2019,2020,Upper bound of forecast range,14.0
Farm-level vegetables,August,2019,2020,Lower bound of forecast range,-3.0
Farm-level fruits,September,2019,2020,Upper bound of forecast range,-1.0
Farm-level vegetables,August,2019,2020,Upper bound of forecast range,-2.0
Wholesale dairy,September,2019,2019,Lower bound of forecast range,4.0
Wholesale dairy,August,2019,2019,Upper bound of forecast range,4.0
Wholesale dairy,August,2019,2019,Lower bound of forecast range,3.0
Wholesale dairy,July,2019,2019,Upper bound of forecast range,4.0
Farm-level vegetables,January,2019,2019,Lower bound of forecast range,8.0
Farm-level fruits,August,2019,2020,Lower bound of forecast range,-2.0
Farm-level fruits,August,2019,2020,Upper bound of forecast range,-1.0
Farm-level fruits,July,2019,2020,Upper bound of forecast range,-4.0
Wholesale beef,January,2020,2020,Lower bound of prediction interval,-17.6
Farm-level cattle,January,2020,2020,Lower bound of forecast range,0.5
Farm-level cattle,January,2020,2020,Upper bound of forecast range,3.5
Wholesale beef,January,2020,2020,Mid point of prediction interval,-3.1
Wholesale beef,May,2020,2020,Upper bound of forecast range,-5.0
Wholesale beef,May,2020,2020,Lower bound of forecast range,-8.0
Farm-level cattle,May,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,December,2020,2020,Mid point of prediction interval,-4.6
Farm-level cattle,December,2020,2020,Lower bound of prediction interval,-5.3
Farm-level cattle,May,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,April,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,April,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,March,2020,2020,Upper bound of forecast range,3.5
Farm-level cattle,March,2020,2020,Lower bound of forecast range,0.5
Farm-level cattle,February,2020,2020,Upper bound of forecast range,3.5
Farm-level cattle,November,2020,2020,Upper bound of prediction interval,-3.5
Farm-level cattle,November,2020,2020,Mid point of prediction interval,-5.0
Farm-level cattle,November,2020,2020,Lower bound of prediction interval,-6.3
Farm-level cattle,October,2020,2020,Upper bound of prediction interval,-2.8
Farm-level cattle,October,2020,2020,Mid point of prediction interval,-5.3
Farm-level cattle,February,2020,2020,Lower bound of forecast range,0.5
Wholesale beef,April,2020,2020,Upper bound of forecast range,-5.0
Farm-level cattle,December,2020,2020,Upper bound of prediction interval,-4.0
Farm-level cattle,September,2020,2020,Mid point of prediction interval,-4.8
Wholesale beef,April,2020,2020,Lower bound of forecast range,-8.0
Farm-level cattle,November,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,November,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,October,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,March,2020,2020,Upper bound of prediction interval,18.1
Farm-level cattle,March,2020,2020,Mid point of prediction interval,3.4
Farm-level cattle,March,2020,2020,Lower bound of prediction interval,-8.3
Farm-level cattle,February,2020,2020,Upper bound of prediction interval,22.4
Farm-level cattle,February,2020,2020,Mid point of prediction interval,4.9
Farm-level cattle,February,2020,2020,Lower bound of prediction interval,-9.2
Farm-level cattle,January,2020,2020,Upper bound of prediction interval,18.9
Farm-level cattle,January,2020,2020,Mid point of prediction interval,0.5
Farm-level cattle,January,2020,2020,Lower bound of prediction interval,-14.8
Farm-level cattle,October,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,September,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,September,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,August,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,August,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,July,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,July,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,June,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,June,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,December,2020,2020,Lower bound of forecast range,-6.0
Farm-level cattle,October,2020,2020,Lower bound of prediction interval,-7.4
Farm-level cattle,December,2020,2020,Upper bound of forecast range,-3.0
Farm-level cattle,April,2020,2020,Mid point of prediction interval,-2.4
Wholesale beef,March,2020,2020,Upper bound of forecast range,0.0
Wholesale beef,March,2020,2020,Lower bound of forecast range,-3.0
Wholesale beef,February,2020,2020,Upper bound of forecast range,1.5
Wholesale beef,February,2020,2020,Lower bound of forecast range,-1.5
Wholesale beef,January,2020,2020,Upper bound of forecast range,1.5
Wholesale beef,January,2020,2020,Lower bound of forecast range,-1.5
Farm-level cattle,September,2020,2020,Upper bound of prediction interval,-1.1
Farm-level cattle,September,2020,2020,Lower bound of prediction interval,-8.0
Farm-level cattle,August,2020,2020,Upper bound of prediction interval,-2.5
Farm-level cattle,August,2020,2020,Mid point of prediction interval,-7.2
